PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
7pbSn,8/6R1/3p4/p1p5/4P3/r3B3/4K1pk/8 w - - 4 44,g7g6 a3e3 e2e3 g2g1q g6g1 h2g1,1595,75,94,3774,advancedPawn attraction crushing endgame exposedKing long promotion,https://lichess.org/xQKDJG5D#87,
sV4zQ,4r3/p7/2P5/3B4/4P2p/8/PP3K1k/8 b - - 0 44,e8f8 f2e3 h2g3 e4e5 h4h3 e5e6,2295,80,87,280,advantage defensiveMove endgame long quietMove,https://lichess.org/GUlApu5Z/black#88,
bOLsL,8/3bk2p/8/1p2Bp2/1P2p2P/1BNpK1P1/2r5/8 b - - 4 46,c2b2 c3d5 e7f8 e5b2,1456,77,94,23251,crushing discoveredAttack endgame short,https://lichess.org/63RQGY8a/black#92,
5ZyKB,3r3k/R5pp/5p1q/2p5/5b2/P1B5/B4PQ1/6K1 w - - 3 40,a7a8 h6h2 g2h2 f4h2 g1h2 d8a8,2426,92,90,549,advantage long middlegame,https://lichess.org/7X1hP4rY#79,
m2GgG,4R3/8/8/6p1/2KP1k2/5p1P/3b4/8 w - - 2 46,e8f8 f4g3 c4d3 d2f4 f8a8 g3h3,2205,77,79,75,clearance crushing defensiveMove endgame long quietMove,https://lichess.org/jZ7JKrpM#91,
a9NTH,r1br2k1/1p3pp1/p6p/4p3/3qP3/1Q3P2/PPP1BKPP/R6R w - - 9 21,f2g3 d8d6 a1d1 d6g6,1814,76,91,4554,crushing middlegame quietMove short,https://lichess.org/K0NPJ9qZ#41,
pQcn0,1r3rk1/p4pp1/Pp2p2p/1Pn1P1q1/2P5/5Q2/1BB4P/6RK b - - 3 28,g5d2 f3f6 d2g5 g1g5,2231,79,78,83,crushing middlegame pin short,https://lichess.org/QomvaXak/black#56,
yKxij,3k1r2/p5pp/8/4Q3/8/8/PP1NbqPP/R1B3RK w - - 1 26,d2f1 f2g1 h1g1 f8f1,1850,79,88,1975,attraction discoveredAttack mate mateIn2 middlegame operaMate short,https://lichess.org/plTN5A2E#51,
BsLtg,1k6/pp3pp1/4q3/3rP3/2Q3n1/1P6/P2N1PP1/2R2RKr w - - 2 24,g1h1 e6h6 h1g1 h6h2,1368,130,59,36,fork mate mateIn2 middlegame short,https://lichess.org/n6sB5APa#47,
g8pkF,4rrk1/p1p3pp/2p5/5p2/1nN5/1P1P1PPP/P4K2/4R2R w - - 1 24,c4e5 e8e5 e1e5 b4d3 f2g2 d3e5,1368,78,94,4317,advantage attraction capturingDefender endgame fork long,https://lichess.org/0gzL1PGc#47,
RGwB1,3r4/p7/1p2pk2/2p2N2/P1P4p/1PR2b1P/5P2/2RrK3 w - - 1 34,c1d1 d8d1,603,90,100,212,endgame mate mateIn1 oneMove operaMate,https://lichess.org/0WnTxA2q#67,
SvtlX,8/8/5Rp1/2k4p/5R1P/2q1KPP1/8/8 w - - 10 63,e3e4 c3d4,1077,79,89,330,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/Nh7Foef7#125,
77wys,1k3Rr1/p1p5/1p1q4/6r1/4B2p/2PP2P1/PP3Q1P/5R1K b - - 1 31,g8f8 f2f8 d6f8 f1f8,595,103,81,236,endgame mate mateIn2 pillsburysMate short,https://lichess.org/pBmQJI3o/black#62,
hnWgf,4rrk1/1p5p/p2p2p1/2pP2q1/2P5/1P3P2/P4nPP/R1Q1RBK1 b - - 6 26,e8e1 c1g5 f2h3 g2h3,1193,75,91,515,advantage hangingPiece middlegame short,https://lichess.org/kZlDZktZ/black#52,
Fm0QU,r3k2r/pp3ppp/2n1p3/3p1b2/QP6/6P1/1q1PPPBP/RN2K1NR w KQkq - 1 11,a4a2 b2c1,919,78,99,613,mate mateIn1 middlegame oneMove,https://lichess.org/6NCUQ106#21,Polish_Opening Polish_Opening_Baltic_Defense
u9A8t,5rk1/pR3ppp/1b6/1B6/2P5/3Q1PBq/3n3P/7K w - - 5 27,d3d2 h3f1,1092,176,48,37,mate mateIn1 middlegame oneMove,https://lichess.org/QBJAE49b#53,
UmtCR,r1b1k2r/5p2/p1NRpp1p/1p2n2P/4P1n1/2N5/PPP2P2/2K2B1R b kq - 0 17,g4f2 d6d8,571,101,100,269,mate mateIn1 middlegame oneMove,https://lichess.org/rvTZbsSS/black#34,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
oiuxP,r1b5/1p3qk1/pPp1p3/P1b1np1N/3p2r1/4B1P1/4QKB1/1R5R b - - 1 38,g7f8 e3h6 f8e7 e2e5,1208,75,97,1441,advantage discoveredAttack middlegame short,https://lichess.org/zJO4vuNC/black#76,
XVyoG,r3k1r1/ppp2p2/1bnp3p/3Np2Q/1PB1P2N/P6b/1BPP1q2/R3R2K w q - 2 16,e1e2 g8g1 a1g1 f2g1,1795,101,77,27,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/AGhwAw1k#31,Four_Knights_Game Four_Knights_Game_Italian_Variation
OJfYE,r4rk1/1pp3pp/p1pb2p1/4p3/6Pq/3PB2P/PPPQ1PK1/4RR2 b - - 3 15,a8e8 e3g5 h4g5 d2g5,1268,78,83,52,crushing middlegame short trappedPiece,https://lichess.org/KitKOGF3/black#30,Ruy_Lopez Ruy_Lopez_Exchange_Variation
scgxp,8/p6r/6R1/1p2kpB1/3p3P/Pb1P2K1/1P6/8 b - - 0 37,b3c2 g5f4 e5d5 g6d6 d5c5 b2b4,1616,77,97,29252,endgame long mate mateIn3,https://lichess.org/H64BebyF/black#74,
5TBZ5,4r3/6p1/p2k3p/1pRp1p2/1P3P2/P2KP1P1/7P/8 w - - 2 35,d3d4 e8e4 d4d3 e4c4 c5c4 d5c4,1904,74,80,175,crushing endgame long rookEndgame,https://lichess.org/TxLqqYWl#69,
H7Ljc,5r2/pk6/2p1p2p/1p2P3/PP1Pqr2/2P1N1R1/3KQP2/5R2 w - - 10 42,e2d3 f4f2 f1f2 f8f2 d2e1 e4d3,1255,76,98,7296,crushing long middlegame,https://lichess.org/lJNpbrHO#83,
raeKx,r3k2r/1p1bnppp/1pn1p3/1B1pP3/1b1P4/P4N2/3B1PPP/RN3RK1 b kq - 1 13,e7f5 b5c6 b7c6 d2b4,1574,77,85,132,advantage capturingDefender middlegame short,https://lichess.org/Y6ELyb7D/black#26,French_Defense French_Defense_Advance_Variation
Ue59i,6rk/p3rp1p/3N1p2/8/2R5/1P6/P4Pn1/6RK b - - 1 33,g2e1 g1g8 h8g8 c4c8 g8g7 d6f5 g7g6 f5e7,1823,74,93,184,attraction crushing endgame fork veryLong,https://lichess.org/CnZSK8Uw/black#66,
pXiDI,6R1/8/4k3/1P3pp1/2KPp1r1/8/8/8 b - - 0 36,e6f7 b5b6 f7g8 b6b7,1198,90,60,51,advancedPawn crushing endgame rookEndgame sacrifice short,https://lichess.org/d5T2JNqB/black#72,
V0EMA,1r3q1k/5Rbp/6p1/8/2Q5/1pp2B1P/1r3PP1/2R3K1 b - - 1 40,f8d8 f7g7 h8g7 c4c3 d8f6 c3c7 g7h6 c7b8,1764,75,87,260,advantage attraction capturingDefender fork middlegame veryLong,https://lichess.org/bXUJahcl/black#80,
QouSp,4Rnk1/5pp1/6b1/1QP2nP1/P4q2/2P2P2/5K2/7R w - - 2 29,h1e1 f4h2 f2f1 f5g3,2089,80,82,126,cornerMate mate mateIn2 middlegame short,https://lichess.org/8SAZlSPY#57,
LowBy,8/5R1k/2p1q1pP/1p1p4/1P4r1/PK6/5Q2/8 b - - 6 45,h7h6 f2h2 h6g5 h2d2,1718,83,86,39,crushing endgame short,https://lichess.org/g56Bh6Kf/black#90,
GiJoH,r2qr1k1/p1p1b1pp/1p3np1/3PQ1B1/2P5/5PN1/PP4PP/R4RK1 w - - 1 18,e5d4 e7c5 d4c5 b6c5,950,100,80,68,advantage middlegame pin short,https://lichess.org/7flcQC0Y#35,English_Opening English_Opening_Kings_English_Variation
ImGf6,r2Q1k1r/ppp1nppp/2p4q/8/4P3/P1N1P1P1/1PP1b2P/2KR3R b - - 3 15,a8d8 d1d8,873,121,47,22,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/Ion5wLnP/black#30,Three_Knights_Opening Three_Knights_Opening_Other_variations
zOWsH,rbb2rk1/1p1n1pp1/2pqp2p/p3N3/1P1P4/P1BBP2P/2Q2PP1/R4RK1 w - - 1 18,e5d7 d6h2,672,90,80,249,mate mateIn1 middlegame oneMove,https://lichess.org/9s87TWtb#35,Queens_Gambit_Declined Queens_Gambit_Declined_Queens_Knight_Variation
Nqo1F,r2q1rk1/4bppp/1p2p3/pP1b4/4n3/3B1N2/PBQ2PPP/R2R2K1 b - - 1 17,d8c8 d3e4 c8c2 e4c2,1363,75,87,1372,advantage middlegame short,https://lichess.org/bWxCaFMg/black#34,English_Defense English_Defense_Other_variations
e3Cnh,8/p3p3/4b1k1/P3pp2/1P4p1/4Q2r/1P1BPPBq/R1R2K2 w - - 0 32,g2h3 h2h1,1447,87,88,1802,master mate mateIn1 middlegame oneMove,https://lichess.org/9jDHfjqK#63,
EjxUg,rnbqkb1r/p3pp1p/2p2np1/4N3/1p1P4/1BN5/PPP2PPP/R1BQK2R b KQkq - 0 8,b4c3 b3f7,1323,86,76,65,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/6xNHhtFA/black#16,Czech_Defense Czech_Defense_Other_variations
4XqRH,r5k1/7p/4Q1p1/p7/1nP5/3q4/P5PP/5R1K b - - 6 30,g8g7 f1f7 g7h6 e6e1 d3d4 g2g4,2508,94,84,42,crushing defensiveMove endgame long,https://lichess.org/DgBb6Zov/black#60,
340ol,Q7/2k1b3/1p1q1p2/p1n1pPpN/PpPpP1P1/1P1B4/2P2K2/8 b - - 10 52,c5b7 h5g7 b7c5 g7e8 c7d7 e8d6,1879,75,92,1157,crushing endgame fork long master quietMove,https://lichess.org/tHZNMjFb/black#104,
2Hqpv,4rnk1/3b1qpp/p2b4/2pp4/6BN/2PP3Q/P1PB2PP/1R4K1 w - - 3 22,b1f1 d7g4 h3g4 d6h2 g1h2 f7f1,1656,75,79,145,advantage deflection kingsideAttack long middlegame,https://lichess.org/z3rqwqU1#43,
OHTw9,8/1r6/1P2p3/5ppp/2k2n1P/2P2P2/2BK1P2/1R6 b - - 0 45,g5h4 b1b4 c4c5 b4f4,1618,74,88,198,crushing endgame short skewer,https://lichess.org/fiKlOUi2/black#90,
G1LD3,2r4r/1pqbkpbp/p3p3/3pn3/8/2NB1N2/PP3PP1/R2QR1K1 b - - 1 15,e5d3 c3d5 e7d8 d5c7,1386,76,97,4160,advantage middlegame pin short,https://lichess.org/RnJWeXXG/black#30,French_Defense French_Defense_Advance_Variation
JhdWV,3r2k1/p5pp/8/8/2R2r2/3pp1P1/PP3P1P/3R2K1 w - - 0 27,c4f4 e3e2 d1a1 d3d2,1136,77,98,482,advancedPawn crushing endgame rookEndgame short,https://lichess.org/5gcQLCFU#53,
P7GcV,8/4k1pp/1pp5/p3p3/nPB1P2P/2P1K1P1/P7/8 w - - 1 40,e3d3 a4b2 d3c2 b2c4,861,85,86,177,crushing deflection endgame master short,https://lichess.org/CSgJMlCF#79,
gBeVD,3Rr1k1/pp3ppp/8/2p1q3/2P3P1/7P/P1r2P2/3R1QK1 b - - 1 29,c2a2 d1d5 e5e2 d8e8 e2e8 f1d1 g7g6 d5d8 e8d8 d1d8,2755,119,90,1563,advantage endgame pin quietMove veryLong,https://lichess.org/0kg9bkYq/black#58,
XDSIk,8/8/2B2kp1/1p3p2/pP1r1K1P/P3R3/5P2/8 w - - 10 45,f4g3 f5f4 g3f3 f4e3,1614,75,97,4724,advantage endgame fork short,https://lichess.org/Ycw8hQa8#89,
15Pw0,bk1r1q2/p1p2P1r/PR3Q1p/3p2p1/4p3/6B1/1PP2PPP/5RK1 b - - 0 26,a7b6 f6b6 b8c8 b6c7,1463,77,93,1344,mate mateIn2 middlegame pin queensideAttack short,https://lichess.org/FkRmbChT/black#52,
Ynkge,8/p1b1k3/2Pp4/1Bp3pp/P3Pp2/1nB2P2/6KP/8 b - - 3 38,b3c1 b5c4 d6d5 e4d5,2010,75,96,1680,advantage endgame quietMove short,https://lichess.org/s7WdZN8Z/black#76,
OlL4V,r5k1/ppp1bppp/7B/4PB2/1PP3q1/P1p3Q1/5PPP/R2r2K1 w - - 0 20,a1d1 g4d1,556,106,96,1547,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/2vofVBwz#39,
FSbxX,6k1/6p1/p7/1n3p1Q/KN6/P5P1/1r5P/8 w - - 1 45,b4a6 b5c3 a4a5 b2b5,819,82,83,120,endgame mate mateIn2 short,https://lichess.org/Xx8d46P1#89,
fmKZQ,r4rk1/pb2Bppp/2q1p3/8/3p4/1P2P3/P1P2PPP/RN1Q1RK1 w - - 0 15,e7f8 c6g2,1109,99,59,75,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/yLeSOeao#29,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_English_Variation
u9J0B,8/5p1p/6p1/2p1Rr1k/2K2P2/5P1P/2P5/8 b - - 6 41,f5e5 f4e5 h5h4 c4c5,1050,76,85,131,advantage endgame short,https://lichess.org/vvYYVL6x/black#82,
AgZrA,r7/pbk2pp1/5q2/6r1/2Qp4/P7/1PP2PPP/R3R1K1 b - - 1 28,f6c6 c4f7 c7b6 e1e6 g5g2 g1f1 b7a6 f1e1,1941,75,92,366,advantage defensiveMove middlegame pin veryLong,https://lichess.org/jYNCvY75/black#56,
FfGAR,Q7/1P1pppkp/6pb/8/3P4/4P3/6PP/2q2NK1 w - - 7 33,b7b8q h6e3 g1h1 c1f1,1004,76,89,233,deflection endgame mate mateIn2 short,https://lichess.org/WHv6c3JB#65,
AyRT3,8/4k2p/p1p2pp1/1p1nPP2/1Pp1K3/P1N5/2P4P/8 w - - 1 27,c3d5 c6d5 e4d5 g6f5,1268,78,93,956,crushing endgame short,https://lichess.org/1jROzGih#53,
NHad1,2r1k2r/3pn2p/4p1p1/8/3PP3/1P6/nPKNQPP1/qN1R3R w k - 5 24,b1c3 a2b4,1589,81,91,698,mate mateIn1 middlegame oneMove,https://lichess.org/XRpKeo5H#47,
6JvjS,r5k1/pp2q1pp/2pBb3/8/3P1Q2/P6P/1P4P1/5RK1 b - - 4 25,e7d7 f4f8 a8f8 f1f8,625,80,100,206,endgame mate mateIn2 operaMate sacrifice short,https://lichess.org/40W6uJLy/black#50,
2x0PV,8/p3kppp/4p3/8/P1P5/1P1r4/5PPP/1R4K1 w - - 4 27,b1b2 d3d1,424,109,90,1205,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/MAeHLvaG#53,
XZxbw,r3k2r/1ppq1ppp/2np4/p2Np3/4P2P/1P3P2/PBPP2Q1/2K4R b kq - 0 17,h8g8 d5f6 g7f6 g2g8 e8e7 g8a8,1137,76,100,522,advantage long middlegame skewer,https://lichess.org/1bNbodnn/black#34,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Other_variations
B20iT,5r1k/1p5p/p3pb2/3p1r2/1P3P2/2P1P1R1/1P4PP/3R2K1 b - - 4 25,f8g8 g3g8 h8g8 g2g4 f5f4 e3f4,1582,75,94,506,advantage endgame long trappedPiece,https://lichess.org/NPGo6UHa/black#50,
twnnk,8/6p1/5k1p/5P2/1p4PP/1b6/8/1B2K3 w - - 0 35,e1f2 b3d1 g4g5 h6g5,1786,76,87,677,bishopEndgame crushing endgame master short,https://lichess.org/tJv45Rgb#69,
qhSfJ,1k6/pr3p1p/R2N4/3p4/2rPp3/2P5/1P3PPP/6K1 b - - 0 28,b7b6 a6b6 a7b6 d6c4,1211,76,100,393,crushing endgame short,https://lichess.org/QLlvAtl1/black#56,
dQK4F,r4rk1/1p3ppp/1q2pn2/3p4/1bnP1N2/P2B3P/5PP1/R1BQ1RK1 b - - 1 18,b6d4 d3h7 f6h7 d1d4,1425,75,86,118,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/wZF5PnYZ/black#36,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
rL4yZ,8/8/p4p2/2pK4/P5kp/6P1/7P/8 w - - 0 31,d5c5 h4h3 c5d4 g4f3 d4d3 a6a5,2646,88,67,57,endgame,https://lichess.org/rkdO3c6K#61,
NTGVO,2rq1rk1/4p1bp/p2pP1p1/1p4Q1/4P3/1B5P/P5P1/1R3R1K b - - 2 27,g7f6 f1f6 f8f6 g5f6 e7f6 e6e7,1674,80,83,67,advancedPawn advantage discoveredAttack discoveredCheck kingsideAttack long middlegame sacrifice,https://lichess.org/VZwAme7v/black#54,
cbwf1,8/8/p5pp/1p3p2/1Pk2P1P/2P5/3K1P2/8 b - - 0 53,h6h5 d2c2 c4d5 c2d3 d5c6 d3d4 c6b6 d4e5 a6a5 b4a5 b6a5 e5f6 a5a4 f6g6,2446,96,90,1443,crushing endgame pawnEndgame veryLong zugzwang,https://lichess.org/X0O4jqpX/black#106,
a2oOw,3k3r/ppp1n1Np/2nb1p2/8/8/1P3N2/PB2K1PP/3R4 b - - 0 19,h8f8 g7e6 d8e8 e6f8,838,79,90,218,crushing fork middlegame short,https://lichess.org/MP756uXP/black#38,
fui3s,4r1k1/p1r1qpp1/1ppR2np/8/2PP4/B3P1QP/P5P1/4R1K1 b - - 1 29,e7h4 d6g6 h4g3 g6g3,1374,78,91,1008,advantage middlegame short,https://lichess.org/BgIUdVTK/black#58,
m0z5f,r1b2rk1/p1p5/2p3B1/3p3Q/7q/2N3b1/PPP2PP1/R4R1K w - - 3 19,h1g1 g3f2 f1f2 h4f2,1409,75,93,240,advantage kingsideAttack middlegame short,https://lichess.org/Je1VxFXZ#37,Modern_Defense Modern_Defense_Other_variations
KNF8F,2r1k1r1/1b3p1p/pQ2p3/5p2/4P3/1PN3qP/P5P1/2R3RK b - - 3 26,b7e4 c3e4 g3g2 g1g2 c8c1 h1h2,1390,76,96,4683,advantage defensiveMove long middlegame,https://lichess.org/CpCadHkM/black#52,
btU8O,6k1/6p1/N2p3p/1p6/1P1bbR2/Pr6/6P1/4R1K1 w - - 6 33,g1h1 b3h3,1096,77,85,191,endgame mate mateIn1 oneMove pillsburysMate pin,https://lichess.org/z7Zzll4g#65,
B2am7,3r1rk1/Bpp2ppp/5n2/4p3/1b2P3/2N5/PPP2PPP/R3R1K1 w - - 1 14,a2a3 b4c3 b2c3 b7b6,1659,75,93,1715,crushing defensiveMove middlegame short,https://lichess.org/X2iKRpSf#27,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
bumAu,8/7R/4b1B1/4kp2/4p2P/2P1K3/2r2P2/8 w - - 6 42,h7c7 f5f4,950,78,96,2274,endgame master mate mateIn1 oneMove,https://lichess.org/lUvu7PzY#83,
nCUzv,r3kb1r/1bq2ppp/p3p3/1p1Pn3/6n1/1BN2N2/PPP2PPP/R1BQ1RK1 w kq - 3 12,h2h3 e5f3 g2f3 c7h2,1014,86,100,80,clearance kingsideAttack mate mateIn2 opening short,https://lichess.org/rm1k2f52#23,Scandinavian_Defense Scandinavian_Defense_Blackburne_Gambit
uVtcR,3k4/8/bN1p1p2/P2Pp3/4R1p1/6P1/5PK1/2r1B3 w - e6 0 42,d5e6 a6b7 f2f3 g4f3 g2f1 b7e4,1879,78,91,1129,advantage endgame long pin,https://lichess.org/bT5IBY4v#83,
